ABSCESSO ISQUIO-RETAL - DRENAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CERCLAGEM ANAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORPO ESTRANHO DO RETO - RETIRADA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CRIPTECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DILATAÇÃO DO ÂNUS E/OU DO RETO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESFINCTEROPLASTIA ANAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESFINCTEROTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTENOSE ANAL - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXCISÃO DE PLICOMA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FISSURECTOMIA COM OU SEM ESFINCTEROTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA RETO-VAGINAL E FÍSTULA ANAL EM FERRADURA - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FISTULECTOMIA ANAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FISTULECTOMIA ANORRETAL COM ABAIXAMENTO MUCOSO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FISTULECTOMIA PERINEAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRÓIDAS - LIGADURA ELÁSTICA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRÓIDAS - TRATAMENTO ESCLEROSANTE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORROIDECTOMIA ABERTA OU FECHADA, COM OU SEM ESFINCTEROTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LACERAÇÃO ANORRETAL - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LESÃO ANAL - ELETROCAUTERIZAÇÃO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PAPILECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PÓLIPO RETAL - RESSECÇÃO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROLAPSO RETAL - ESCLEROSE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROLAPSO RETAL - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PRURIDO ANAL - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTITUIÇÃO DE ESFINCTER ANAL POR PLÁSTICA MUSCULAR;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO TOTAL ANOPERINEAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE RETOCELE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TROMBOSE HEMORROIDÁRIA - EXÉRESE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO HEPÁTICO - DRENAGEM CIRÚRGICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO HEPÁTICO - DRENAGEM CIRÚRGICA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANASTOMOSE BILIODIGESTIVA INTRA-HEPÁTICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ATRESIA DE VIAS BILIARES - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA HEPÁTICA POR LAPAROTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA HEPÁTICA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA HEPÁTICA TRANSPARIETAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECISTECTOMIA COM FÍSTULA BILIODIGESTIVA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECISTECTOMIA COM FÍSTULA BILIODIGESTIVA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECISTECTOMIA COM OU SEM COLANGIOGRAFIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECISTECTOMIA COM OU SEM COLANGIOGRAFIA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECISTOJEJUNOSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECISTOJEJUNOSTOMIA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECISTOSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLECISTOSTOMIA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLÉDOCO OU HEPÁTICO-JEJUNOSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLÉDOCO OU HEPÁTICO-JEJUNOSTOMIA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLÉDOCO OU HEPATICOPLASTIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLÉDOCO-DUODENOSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLÉDOCO-DUODENOSTOMIA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLEDOCOTOMIA OU COLEDOCOSTOMIA COM OU SEM COLECISTECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLEDOCOTOMIA OU COLEDOCOSTOMIA COM OU SEM COLECISTECTOMIA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLEDOSCOPIA INTRA-OPERATÓRIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DERIVAÇÃO PORTO SISTÊMICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESCONEXÃO ÁZIGOS - PORTAL COM OU SEM ESPLENECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESCONEXÃO ÁZIGOS - PORTAL COM OU SEM ESPLENECTOMIA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESVASCULARIZAÇÃO HEPÁTICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM BILIAR TRANS-HEPÁTICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENUCLEAÇÃO DE METÁSTASES HEPÁTICAS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENUCLEAÇÃO DE METÁSTASES HEPÁTICAS POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCLEROSE PERCUTÂNEA DIRIGIDA OU NÃO DE TUMOR HEPÁTICO (ALCOOLIZAÇÃO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEPATORRAFIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEPATORRAFIA COMPLEXA C/LESÃO DE ESTRUTURAS VASCULARES BILIARES;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOBECTOMIA HEPÁTICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PAPILOTOMIA TRANSDUODENAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO HEPÁTICA PARA DRENAGEM DE ABSCESSOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO HEPÁTICA PARA DRENAGEM DE ABSCESSOS POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO DE COLÉDOCO - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABLAÇÃO POR RADIOFREQUÊNCIA/CRIOABLAÇÃO PERCUTÂNEA DO CÂNCER PRIMÁRIO HEPÁTICO GUIADA POR ULTRASSONOGRAFIA E/OU TOMOGRAFIA COMPUTADORIZADA (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;1.0;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABLAÇÃO POR RADIOFREQUÊNCIA/CRIOABLAÇÃO DO CÂNCER PRIMÁRIO HEPÁTICO POR LAPAROTOMIA (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;1.0;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABLAÇÃO POR RADIOFREQUÊNCIA/CRIOABLAÇÃO DO CÂNCER PRIMÁRIO HEPÁTICO POR VIDEOLAPAROSCOPIA (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;1.0;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL GUIADA POR ULTRASSONOGRAFIA E/OU TOMOGRAFIA COMPUTADORIZADA (COM DIRETRIZ DE UTILIZAÇÃO);604/2023
610/2024;07/05/2024
01/08/2024;N/A;N/A;HCO;HSO;REF;N/A;164.0;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL POR LAPAROTOMIA (COM DIRETRIZ DE UTILIZAÇÃO);604/2023
610/2024;07/05/2024
01/08/2024;N/A;N/A;HCO;HSO;REF;N/A;164.0;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCER COLORRETAL POR VIDEOLAPAROSCOPIA (COM DIRETRIZ DE UTILIZAÇÃO);604/2023
610/2024;07/05/2024
01/08/2024;N/A;N/A;HCO;HSO;REF;N/A;164.0;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE CISTO HEPÁTICO COM OU SEM HEPATECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE CISTO HEPÁTICO COM OU SEM HEPATECTOMIA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE VESÍCULA OU DA VIA BILIAR COM OU SEM HEPATECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SEGMENTECTOMIA HEPÁTICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SEQUESTRECTOMIA HEPÁTICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE ESTENOSE CICATRICIAL DAS VIAS BILIARES;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRISSEGMENTECTOMIAS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE PÂNCREAS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE PÂNCREAS POR PUNÇÃO DIRIGIDA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENUCLEAÇÃO DE TUMORES PANCREÁTICOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENUCLEAÇÃO DE TUMORES PANCREÁTICOS POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATECTOMIA PARCIAL OU TOTAL / SEQUESTRECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATECTOMIA CORPO CAUDAL COM PRESERVAÇÃO DO BAÇO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATO-DUODENECTOMIA COM LINFADENECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATO-ENTEROSTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATORRAFIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PSEUDOCISTO PÂNCREAS - DRENAGEM;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PSEUDOCISTO PÂNCREAS - DRENAGEM POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PÂNCREAS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA ESPLÊNICA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;BAÇO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESPLENECTOMIA TOTAL OU PARCIAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;BAÇO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESPLENECTOMIA POR VIDEOLAPAROSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;BAÇO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESPLENORRAFIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;BAÇO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DIÁLISE PERITONEAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DIÁLISE PERITONEAL AMBULATORIAL CONTÍNUA (CAPD);N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DIÁLISE PERITONEAL AMBULATORIAL CONTÍNUA (CAPD) - TREINAMENTO;N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DIÁLISE PERITONEAL AUTOMÁTICA (DPA);600/2024;45383.0;N/A;AMB;HCO;HSO;REF;PAC;N/A;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPIPLOPLASTIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE OU RETIRADA DE CATETER PERITONEAL (TENCKHOFF OU OUTROS);N/A;N/A;N/A;N/A;HCO;HSO;REF;PAC;N/A;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OMENTECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OMENTECTOMIA LAPAROSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PERITÔNIO;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
